county,date,status,number
Marion,2021-06-13,APPROVED,35
Marion,2021-06-13,CANCELED,1
Marion,2021-06-13,DENIED,1
Marion,2021-06-13,PENDING,1
Marion,2021-06-14,APPROVED,63
Marion,2021-06-14,CANCELED,1
Marion,2021-06-14,DENIED,1
Marion,2021-06-15,APPROVED,88
Marion,2021-06-15,CANCELED,3
Marion,2021-06-15,PENDING,1
Marion,2021-06-16,APPROVED,63
Marion,2021-06-16,CANCELED,1
Marion,2021-06-16,PENDING,1
Marion,2021-06-17,APPROVED,73
Marion,2021-06-17,CANCELED,1
Marion,2021-06-18,APPROVED,100
Marion,2021-06-18,CANCELED,2
Marion,2021-06-18,DENIED,1
Marion,2021-06-19,APPROVED,100
Marion,2021-06-19,CANCELED,3
Marion,2021-06-19,DENIED,1
Marion,2021-06-20,APPROVED,46
Marion,2021-06-21,APPROVED,63
Marion,2021-06-21,CANCELED,2
Marion,2021-06-21,DENIED,1
Marion,2021-06-22,APPROVED,65
Marion,2021-06-22,PENDING,1
Marion,2021-06-23,APPROVED,62
Marion,2021-06-23,PENDING,1
Marion,2021-06-24,APPROVED,54
Marion,2021-06-24,CANCELED,3
Marion,2021-06-24,PENDING,2
Marion,2021-06-25,APPROVED,69
Marion,2021-06-25,CANCELED,2
Marion,2021-06-25,DENIED,1
Marion,2021-06-25,PENDING,1
Marion,2021-06-26,APPROVED,80
Marion,2021-06-26,CANCELED,1
Marion,2021-06-26,PENDING,2
Marion,2021-06-27,APPROVED,54
Marion,2021-06-27,CANCELED,1
Marion,2021-06-28,APPROVED,54
Marion,2021-06-28,CANCELED,2
Marion,2021-06-29,APPROVED,49
Marion,2021-06-29,CANCELED,1
Marion,2021-06-29,PENDING,1
Marion,2021-06-30,APPROVED,74
Marion,2021-06-30,CANCELED,1
Marion,2021-06-30,PENDING,1
Marion,2021-07-01,APPROVED,76
Marion,2021-07-01,PENDING,1
Marion,2021-07-02,APPROVED,92
Marion,2021-07-02,CANCELED,4
Marion,2021-07-03,APPROVED,104
Marion,2021-07-03,CANCELED,1
Marion,2021-07-03,DENIED,1
Marion,2021-07-03,PENDING,3
Marion,2021-07-04,APPROVED,17
Marion,2021-07-05,APPROVED,53
Marion,2021-07-05,DENIED,1
Marion,2021-07-05,PENDING,1
Marion,2021-07-06,APPROVED,74
Marion,2021-07-06,CANCELED,1
Marion,2021-07-06,PENDING,1
Marion,2021-07-07,APPROVED,61
Marion,2021-07-07,CANCELED,1
Marion,2021-07-07,PENDING,1
Marion,2021-07-08,APPROVED,55
Marion,2021-07-08,CANCELED,2
Marion,2021-07-08,DENIED,1
Marion,2021-07-08,PENDING,2
Marion,2021-07-09,APPROVED,81
Marion,2021-07-09,CANCELED,1
Marion,2021-07-09,DENIED,2
Marion,2021-07-09,PENDING,1
Marion,2021-07-10,APPROVED,88
Marion,2021-07-10,CANCELED,2
Marion,2021-07-10,DENIED,1
Marion,2021-07-10,PENDING,4
Marion,2021-07-11,APPROVED,37
Marion,2021-07-11,CANCELED,1
Marion,2021-07-12,APPROVED,50
Marion,2021-07-12,CANCELED,3
Marion,2021-07-12,PENDING,1
Marion,2021-07-13,APPROVED,61
Marion,2021-07-13,DENIED,1
Marion,2021-07-14,APPROVED,62
Marion,2021-07-14,CANCELED,4
Marion,2021-07-14,DENIED,1
Marion,2021-07-14,PENDING,3
Marion,2021-07-15,APPROVED,61
Marion,2021-07-15,CANCELED,1
Marion,2021-07-15,PENDING,1
Marion,2021-07-16,APPROVED,69
Marion,2021-07-16,CANCELED,2
Marion,2021-07-16,DENIED,2
Marion,2021-07-16,PENDING,1
Marion,2021-07-17,APPROVED,70
Marion,2021-07-17,CANCELED,5
Marion,2021-07-17,PENDING,1
Marion,2021-07-18,APPROVED,37
Marion,2021-07-18,CANCELED,1
Marion,2021-07-18,DENIED,1
Marion,2021-07-19,APPROVED,57
Marion,2021-07-19,CANCELED,3
Marion,2021-07-20,APPROVED,54
Marion,2021-07-21,APPROVED,71
Marion,2021-07-21,CANCELED,2
Marion,2021-07-21,DENIED,1
Marion,2021-07-22,APPROVED,72
Marion,2021-07-22,CANCELED,2
Marion,2021-07-23,APPROVED,80
Marion,2021-07-23,CANCELED,5
Marion,2021-07-23,DENIED,1
Marion,2021-07-24,APPROVED,91
Marion,2021-07-24,CANCELED,3
Marion,2021-07-24,PENDING,2
Marion,2021-07-25,APPROVED,27
Marion,2021-07-25,CANCELED,1
Marion,2021-07-26,APPROVED,48
Marion,2021-07-26,CANCELED,3
Marion,2021-07-26,PENDING,1
Marion,2021-07-27,APPROVED,55
Marion,2021-07-27,CANCELED,2
Marion,2021-07-27,DENIED,1
Marion,2021-07-27,PENDING,1
Marion,2021-07-28,APPROVED,64
Marion,2021-07-28,CANCELED,1
Marion,2021-07-28,DENIED,2
Marion,2021-07-29,APPROVED,70
Marion,2021-07-29,CANCELED,1
Marion,2021-07-29,DENIED,1
Marion,2021-07-30,APPROVED,80
Marion,2021-07-30,CANCELED,2
Marion,2021-07-30,PENDING,2
Marion,2021-07-31,APPROVED,90
Marion,2021-07-31,CANCELED,4
Marion,2021-07-31,PENDING,1
Marion,2021-08-01,APPROVED,35
Marion,2021-08-01,CANCELED,1
Marion,2021-08-01,PENDING,1
Marion,2021-08-02,APPROVED,55
Marion,2021-08-02,CANCELED,2
Marion,2021-08-03,APPROVED,74
Marion,2021-08-03,PENDING,2
Marion,2021-08-04,APPROVED,107
Marion,2021-08-05,APPROVED,76
Marion,2021-08-05,CANCELED,2
Marion,2021-08-05,PENDING,1
Marion,2021-08-06,APPROVED,80
Marion,2021-08-06,CANCELED,2
Marion,2021-08-07,APPROVED,58
Marion,2021-08-07,CANCELED,1
Marion,2021-08-07,PENDING,1
Marion,2021-08-08,APPROVED,43
Marion,2021-08-09,APPROVED,52
Marion,2021-08-09,CANCELED,4
Marion,2021-08-09,PENDING,1
Marion,2021-08-10,APPROVED,69
Marion,2021-08-10,CANCELED,2
Marion,2021-08-11,APPROVED,82
Marion,2021-08-11,CANCELED,2
Marion,2021-08-12,APPROVED,63
Marion,2021-08-12,DENIED,2
Marion,2021-08-12,PENDING,1
Marion,2021-08-13,APPROVED,86
Marion,2021-08-13,CANCELED,1
Marion,2021-08-13,DENIED,2
Marion,2021-08-14,APPROVED,73
Marion,2021-08-14,CANCELED,1
Marion,2021-08-15,APPROVED,36
Marion,2021-08-15,PENDING,2
Marion,2021-08-16,APPROVED,53
Marion,2021-08-16,CANCELED,3
Marion,2021-08-16,DENIED,1
Marion,2021-08-17,APPROVED,60
Marion,2021-08-17,CANCELED,3
Marion,2021-08-18,APPROVED,73
Marion,2021-08-18,CANCELED,1
Marion,2021-08-18,PENDING,2
Marion,2021-08-19,APPROVED,71
Marion,2021-08-19,CANCELED,2
Marion,2021-08-20,APPROVED,76
Marion,2021-08-20,CANCELED,2
Marion,2021-08-20,PENDING,2
Marion,2021-08-21,APPROVED,77
Marion,2021-08-21,CANCELED,1
Marion,2021-08-21,PENDING,1
Marion,2021-08-22,APPROVED,48
Marion,2021-08-22,PENDING,1
Marion,2021-08-23,APPROVED,55
Marion,2021-08-24,APPROVED,60
Marion,2021-08-24,CANCELED,2
Marion,2021-08-24,DENIED,1
Marion,2021-08-25,APPROVED,71
Marion,2021-08-25,DENIED,1
Marion,2021-08-26,APPROVED,81
Marion,2021-08-27,APPROVED,82
Marion,2021-08-28,APPROVED,84
Marion,2021-08-28,CANCELED,2
Marion,2021-08-28,PENDING,1
Marion,2021-08-29,APPROVED,28
Marion,2021-08-29,CANCELED,1
Marion,2021-08-29,DENIED,1
Marion,2021-08-29,PENDING,1
Marion,2021-08-30,APPROVED,59
Marion,2021-08-30,PENDING,1
Marion,2021-08-31,APPROVED,76
Marion,2021-08-31,CANCELED,2
Marion,2021-09-01,APPROVED,78
Marion,2021-09-01,CANCELED,2
Marion,2021-09-01,DENIED,1
Marion,2021-09-01,PENDING,2
Marion,2021-09-02,APPROVED,65
Marion,2021-09-02,CANCELED,1
Marion,2021-09-03,APPROVED,87
Marion,2021-09-03,DENIED,1
Marion,2021-09-03,PENDING,1
Marion,2021-09-04,APPROVED,91
Marion,2021-09-04,CANCELED,4
Marion,2021-09-04,PENDING,1
Marion,2021-09-05,APPROVED,54
Marion,2021-09-05,CANCELED,2
Marion,2021-09-06,APPROVED,37
Marion,2021-09-06,CANCELED,1
Marion,2021-09-07,APPROVED,54
Marion,2021-09-07,PENDING,1
Marion,2021-09-08,APPROVED,67
Marion,2021-09-09,APPROVED,63
Marion,2021-09-09,CANCELED,1
Marion,2021-09-09,DENIED,1
Marion,2021-09-09,PENDING,1
Marion,2021-09-10,APPROVED,83
Marion,2021-09-10,CANCELED,1
Marion,2021-09-11,APPROVED,102
Marion,2021-09-11,CANCELED,1
Marion,2021-09-11,DENIED,1
Marion,2021-09-11,PENDING,2
Marion,2021-09-12,APPROVED,47
Marion,2021-09-12,CANCELED,2
Marion,2021-09-12,DENIED,1
Marion,2021-09-13,APPROVED,65
Marion,2021-09-13,CANCELED,1
Marion,2021-09-14,APPROVED,75
Marion,2021-09-14,CANCELED,4
Marion,2021-09-15,APPROVED,89
Marion,2021-09-15,CANCELED,3
Marion,2021-09-15,DENIED,1
Marion,2021-09-15,PENDING,3
Marion,2021-09-16,APPROVED,70
Marion,2021-09-16,DENIED,1
Marion,2021-09-16,PENDING,1
Marion,2021-09-17,APPROVED,70
Marion,2021-09-17,CANCELED,2
Marion,2021-09-17,PENDING,1
Marion,2021-09-18,APPROVED,152
Marion,2021-09-18,CANCELED,3
Marion,2021-09-18,DENIED,1
Marion,2021-09-18,PENDING,4
Marion,2021-09-19,APPROVED,75
Marion,2021-09-19,CANCELED,2
Marion,2021-09-20,APPROVED,42
Marion,2021-09-20,CANCELED,2
Marion,2021-09-20,DENIED,1
Marion,2021-09-21,APPROVED,53
Marion,2021-09-21,CANCELED,1
Marion,2021-09-22,APPROVED,83
Marion,2021-09-22,CANCELED,1
Marion,2021-09-23,APPROVED,68
Marion,2021-09-23,CANCELED,4
Marion,2021-09-23,DENIED,2
Marion,2021-09-24,APPROVED,82
Marion,2021-09-24,CANCELED,3
Marion,2021-09-24,DENIED,1
Marion,2021-09-24,PENDING,1
Marion,2021-09-25,APPROVED,77
Marion,2021-09-25,CANCELED,3
Marion,2021-09-25,DENIED,4
Marion,2021-09-25,PENDING,1
Marion,2021-09-26,APPROVED,33
Marion,2021-09-26,CANCELED,1
Marion,2021-09-26,DENIED,1
Marion,2021-09-27,APPROVED,80
Marion,2021-09-27,CANCELED,2
Marion,2021-09-27,DENIED,1
Marion,2021-09-27,PENDING,1
Marion,2021-09-28,APPROVED,72
Marion,2021-09-28,PENDING,2
Marion,2021-09-29,APPROVED,83
Marion,2021-09-30,APPROVED,79
Marion,2021-09-30,CANCELED,3
Marion,2021-10-01,APPROVED,112
Marion,2021-10-01,CANCELED,4
Marion,2021-10-01,PENDING,2
Marion,2021-10-02,APPROVED,97
Marion,2021-10-02,CANCELED,1
Marion,2021-10-02,DENIED,1
Marion,2021-10-02,PENDING,2
Marion,2021-10-03,APPROVED,42
Marion,2021-10-03,CANCELED,3
Marion,2021-10-03,PENDING,3
Marion,2021-10-04,APPROVED,70
Marion,2021-10-04,CANCELED,4
Marion,2021-10-04,PENDING,2
Marion,2021-10-05,APPROVED,79
Marion,2021-10-05,CANCELED,1
Marion,2021-10-05,DENIED,3
Marion,2021-10-05,PENDING,1
Marion,2021-10-06,APPROVED,83
Marion,2021-10-06,CANCELED,4
Marion,2021-10-07,APPROVED,68
Marion,2021-10-07,CANCELED,2
Marion,2021-10-07,DENIED,1
Marion,2021-10-08,APPROVED,69
Marion,2021-10-08,CANCELED,2
Marion,2021-10-08,DENIED,4
Marion,2021-10-08,PENDING,1
Marion,2021-10-09,APPROVED,130
Marion,2021-10-09,CANCELED,1
Marion,2021-10-09,DENIED,2
Marion,2021-10-09,PENDING,2
Marion,2021-10-10,APPROVED,55
Marion,2021-10-10,DENIED,1
Marion,2021-10-10,PENDING,1
Marion,2021-10-11,APPROVED,50
Marion,2021-10-11,CANCELED,1
Marion,2021-10-11,DENIED,2
Marion,2021-10-12,APPROVED,59
Marion,2021-10-12,DENIED,1
Marion,2021-10-13,APPROVED,67
Marion,2021-10-13,CANCELED,2
Marion,2021-10-13,DENIED,1
Marion,2021-10-14,APPROVED,71
Marion,2021-10-14,CANCELED,1
Marion,2021-10-14,PENDING,1
Marion,2021-10-15,APPROVED,84
Marion,2021-10-15,CANCELED,3
Marion,2021-10-16,APPROVED,86
Marion,2021-10-16,CANCELED,1
Marion,2021-10-16,DENIED,1
Marion,2021-10-16,PENDING,1
Marion,2021-10-17,APPROVED,48
Marion,2021-10-17,CANCELED,3
Marion,2021-10-17,PENDING,2
Marion,2021-10-18,APPROVED,51
Marion,2021-10-18,CANCELED,2
Marion,2021-10-18,DENIED,1
Marion,2021-10-19,APPROVED,65
Marion,2021-10-19,CANCELED,2
Marion,2021-10-19,PENDING,1
Marion,2021-10-20,APPROVED,74
Marion,2021-10-20,CANCELED,1
Marion,2021-10-21,APPROVED,69
Marion,2021-10-21,CANCELED,1
Marion,2021-10-21,DENIED,1
Marion,2021-10-22,APPROVED,96
Marion,2021-10-22,CANCELED,5
Marion,2021-10-22,DENIED,1
Marion,2021-10-22,PENDING,1
Marion,2021-10-23,APPROVED,107
Marion,2021-10-23,CANCELED,1
Marion,2021-10-24,APPROVED,31
Marion,2021-10-25,APPROVED,47
Marion,2021-10-25,CANCELED,1
Marion,2021-10-25,PENDING,1
Marion,2021-10-26,APPROVED,62
Marion,2021-10-27,APPROVED,50
Marion,2021-10-27,CANCELED,3
Marion,2021-10-27,DENIED,1
Marion,2021-10-27,PENDING,1
Marion,2021-10-28,APPROVED,65
Marion,2021-10-28,CANCELED,1
Marion,2021-10-28,DENIED,1
Marion,2021-10-29,APPROVED,79
Marion,2021-10-30,APPROVED,112
Marion,2021-10-30,DENIED,4
Marion,2021-10-30,PENDING,1
Marion,2021-10-31,APPROVED,48
Marion,2021-10-31,CANCELED,1
Marion,2021-10-31,DENIED,1
Marion,2021-10-31,PENDING,1
Marion,2021-11-01,APPROVED,52
Marion,2021-11-01,CANCELED,2
Marion,2021-11-02,APPROVED,72
Marion,2021-11-02,DENIED,1
Marion,2021-11-02,PENDING,1
Marion,2021-11-03,APPROVED,90
Marion,2021-11-03,CANCELED,4
Marion,2021-11-03,DENIED,1
Marion,2021-11-04,APPROVED,78
Marion,2021-11-04,CANCELED,1
Marion,2021-11-05,APPROVED,82
Marion,2021-11-05,CANCELED,4
Marion,2021-11-06,APPROVED,140
Marion,2021-11-06,CANCELED,4
Marion,2021-11-06,DENIED,2
Marion,2021-11-07,APPROVED,53
Marion,2021-11-07,CANCELED,1
Marion,2021-11-07,PENDING,1
Marion,2021-11-08,APPROVED,55
Marion,2021-11-09,APPROVED,95
Marion,2021-11-09,CANCELED,1
Marion,2021-11-10,APPROVED,82
Marion,2021-11-10,CANCELED,1
Marion,2021-11-10,DENIED,1
Marion,2021-11-10,PENDING,3
Marion,2021-11-11,APPROVED,69
Marion,2021-11-11,CANCELED,3
Marion,2021-11-11,PENDING,1
Marion,2021-11-12,APPROVED,75
Marion,2021-11-12,CANCELED,3
Marion,2021-11-12,PENDING,1
Marion,2021-11-13,APPROVED,108
Marion,2021-11-13,CANCELED,2
Marion,2021-11-13,DENIED,2
Marion,2021-11-13,PENDING,1
Marion,2021-11-14,APPROVED,48
Marion,2021-11-14,CANCELED,1
Marion,2021-11-15,APPROVED,50
Marion,2021-11-15,PENDING,1
Marion,2021-11-16,APPROVED,68
Marion,2021-11-16,CANCELED,1
Marion,2021-11-16,PENDING,1
Marion,2021-11-17,APPROVED,81
Marion,2021-11-17,CANCELED,2
Marion,2021-11-17,DENIED,1
Marion,2021-11-17,PENDING,1
Marion,2021-11-18,APPROVED,71
Marion,2021-11-18,CANCELED,1
Marion,2021-11-19,APPROVED,79
Marion,2021-11-19,DENIED,1
Marion,2021-11-19,PENDING,2
Marion,2021-11-20,APPROVED,117
Marion,2021-11-20,CANCELED,1
Marion,2021-11-21,APPROVED,51
Marion,2021-11-21,CANCELED,1
Marion,2021-11-21,DENIED,1
Marion,2021-11-22,APPROVED,59
Marion,2021-11-22,CANCELED,3
Marion,2021-11-23,APPROVED,101
Marion,2021-11-24,APPROVED,107
Marion,2021-11-24,DENIED,1
Marion,2021-11-24,PENDING,1
Marion,2021-11-26,APPROVED,274
Marion,2021-11-26,CANCELED,3
Marion,2021-11-26,PENDING,1
Marion,2021-11-27,APPROVED,121
Marion,2021-11-27,CANCELED,3
Marion,2021-11-27,DENIED,1
Marion,2021-11-27,PENDING,1
Marion,2021-11-28,APPROVED,48
Marion,2021-11-28,CANCELED,4
Marion,2021-11-28,DENIED,1
Marion,2021-11-28,PENDING,1
Marion,2021-11-29,APPROVED,81
Marion,2021-11-29,CANCELED,2
Marion,2021-11-29,PENDING,3
Marion,2021-11-30,APPROVED,88
Marion,2021-11-30,CANCELED,1
Marion,2021-11-30,DENIED,1
Marion,2021-11-30,PENDING,4
Marion,2021-12-01,APPROVED,106
Marion,2021-12-01,CANCELED,5
Marion,2021-12-01,PENDING,1
Marion,2021-12-02,APPROVED,83
Marion,2021-12-02,CANCELED,1
Marion,2021-12-03,APPROVED,101
Marion,2021-12-03,CANCELED,3
Marion,2021-12-03,PENDING,1
Marion,2021-12-04,APPROVED,148
Marion,2021-12-04,CANCELED,4
Marion,2021-12-04,DENIED,1
Marion,2021-12-04,PENDING,1
Marion,2021-12-05,APPROVED,51
Marion,2021-12-05,CANCELED,2
Marion,2021-12-06,APPROVED,66
Marion,2021-12-06,CANCELED,3
Marion,2021-12-06,DENIED,2
Marion,2021-12-06,PENDING,3
Marion,2021-12-07,APPROVED,88
Marion,2021-12-07,CANCELED,1
Marion,2021-12-07,DENIED,1
Marion,2021-12-08,APPROVED,95
Marion,2021-12-08,CANCELED,3
Marion,2021-12-08,DENIED,1
Marion,2021-12-09,APPROVED,93
Marion,2021-12-09,CANCELED,2
Marion,2021-12-09,DENIED,1
Marion,2021-12-10,APPROVED,102
Marion,2021-12-10,DENIED,2
Marion,2021-12-11,APPROVED,149
Marion,2021-12-11,CANCELED,13
Marion,2021-12-12,APPROVED,72
Marion,2021-12-12,CANCELED,7
Marion,2021-12-12,DENIED,1
Marion,2021-12-12,PENDING,1
Marion,2021-12-13,APPROVED,80
Marion,2021-12-13,CANCELED,3
Marion,2021-12-13,DENIED,3
Marion,2021-12-13,PENDING,2
Marion,2021-12-14,APPROVED,134
Marion,2021-12-14,CANCELED,3
Marion,2021-12-14,DENIED,1
Marion,2021-12-14,PENDING,3
Marion,2021-12-15,APPROVED,110
Marion,2021-12-15,CANCELED,2
Marion,2021-12-16,APPROVED,87
Marion,2021-12-16,CANCELED,1
Marion,2021-12-17,APPROVED,111
Marion,2021-12-17,CANCELED,3
Marion,2021-12-17,DENIED,1
Marion,2021-12-18,APPROVED,128
Marion,2021-12-18,CANCELED,3
Marion,2021-12-18,DENIED,1
Marion,2021-12-19,APPROVED,71
Marion,2021-12-19,CANCELED,1
Marion,2021-12-20,APPROVED,82
Marion,2021-12-20,CANCELED,1
Marion,2021-12-21,APPROVED,120
Marion,2021-12-21,CANCELED,1
Marion,2021-12-21,DENIED,2
Marion,2021-12-21,PENDING,1
Marion,2021-12-22,APPROVED,94
Marion,2021-12-22,CANCELED,1
Marion,2021-12-23,APPROVED,138
Marion,2021-12-23,CANCELED,5
Marion,2021-12-23,DENIED,2
Marion,2021-12-24,APPROVED,54
Marion,2021-12-24,CANCELED,1
Marion,2021-12-24,DENIED,3
Marion,2021-12-26,APPROVED,26
Marion,2021-12-26,CANCELED,1
Marion,2021-12-27,APPROVED,50
Marion,2021-12-27,DENIED,1
Marion,2021-12-27,PENDING,1
Marion,2021-12-28,APPROVED,78
Marion,2021-12-28,PENDING,1
Marion,2021-12-29,APPROVED,81
Marion,2021-12-29,CANCELED,1
Marion,2021-12-30,APPROVED,81
Marion,2021-12-30,CANCELED,3
Marion,2021-12-30,PENDING,1
Marion,2021-12-31,APPROVED,67
Marion,2021-12-31,CANCELED,1
Marion,2021-12-31,DENIED,1
Marion,2022-01-01,APPROVED,20
Marion,2022-01-01,CANCELED,1
Marion,2022-01-01,DENIED,1
Marion,2022-01-02,APPROVED,34
Marion,2022-01-02,CANCELED,1
Marion,2022-01-03,APPROVED,58
Marion,2022-01-03,CANCELED,2
Marion,2022-01-03,DENIED,1
Marion,2022-01-04,APPROVED,58
Marion,2022-01-04,CANCELED,1
Marion,2022-01-04,PENDING,1
Marion,2022-01-05,APPROVED,66
Marion,2022-01-05,PENDING,1
Marion,2022-01-06,APPROVED,75
Marion,2022-01-06,CANCELED,2
Marion,2022-01-06,DENIED,1
Marion,2022-01-07,APPROVED,81
Marion,2022-01-07,CANCELED,1
Marion,2022-01-07,DENIED,2
Marion,2022-01-07,PENDING,1
Marion,2022-01-08,APPROVED,78
Marion,2022-01-08,CANCELED,2
Marion,2022-01-08,DENIED,1
Marion,2022-01-09,APPROVED,39
Marion,2022-01-09,CANCELED,1
Marion,2022-01-09,PENDING,1
Marion,2022-01-10,APPROVED,61
Marion,2022-01-10,CANCELED,1
Marion,2022-01-11,APPROVED,77
Marion,2022-01-11,PENDING,1
Marion,2022-01-12,APPROVED,65
Marion,2022-01-12,CANCELED,2
Marion,2022-01-12,DENIED,2
Marion,2022-01-12,PENDING,1
Marion,2022-01-13,APPROVED,65
Marion,2022-01-13,CANCELED,1
Marion,2022-01-14,APPROVED,82
Marion,2022-01-14,CANCELED,2
Marion,2022-01-15,APPROVED,126
Marion,2022-01-15,CANCELED,1
Marion,2022-01-15,DENIED,1
Marion,2022-01-16,APPROVED,38
Marion,2022-01-16,CANCELED,2
Marion,2022-01-17,APPROVED,50
Marion,2022-01-17,CANCELED,1
Marion,2022-01-18,APPROVED,78
Marion,2022-01-18,CANCELED,1
Marion,2022-01-18,DENIED,1
Marion,2022-01-18,PENDING,1
Marion,2022-01-19,APPROVED,69
Marion,2022-01-20,APPROVED,62
Marion,2022-01-20,CANCELED,1
Marion,2022-01-21,APPROVED,60
Marion,2022-01-21,CANCELED,1
Marion,2022-01-21,DENIED,1
Marion,2022-01-21,PENDING,2
Marion,2022-01-22,APPROVED,92
Marion,2022-01-22,CANCELED,5
Marion,2022-01-22,DENIED,2
Marion,2022-01-23,APPROVED,38
Marion,2022-01-23,CANCELED,1
Marion,2022-01-24,APPROVED,36
Marion,2022-01-24,DENIED,1
Marion,2022-01-25,APPROVED,77
Marion,2022-01-25,DENIED,1
Marion,2022-01-25,PENDING,2
Marion,2022-01-26,APPROVED,70
Marion,2022-01-27,APPROVED,55
Marion,2022-01-27,CANCELED,2
Marion,2022-01-27,PENDING,1
Marion,2022-01-28,APPROVED,69
Marion,2022-01-28,CANCELED,1
Marion,2022-01-29,APPROVED,127
Marion,2022-01-29,CANCELED,8
Marion,2022-01-29,DENIED,1
Marion,2022-01-29,PENDING,1
Marion,2022-01-30,APPROVED,61
Marion,2022-01-30,CANCELED,1
Marion,2022-01-31,APPROVED,42
Marion,2022-02-01,APPROVED,74
Marion,2022-02-01,CANCELED,2
Marion,2022-02-01,PENDING,1
Marion,2022-02-02,APPROVED,58
Marion,2022-02-03,APPROVED,69
Marion,2022-02-03,CANCELED,1
Marion,2022-02-03,DENIED,1
Marion,2022-02-03,PENDING,2
Marion,2022-02-04,APPROVED,75
Marion,2022-02-05,APPROVED,88
Marion,2022-02-05,CANCELED,3
Marion,2022-02-05,DENIED,1
Marion,2022-02-06,APPROVED,37
Marion,2022-02-06,CANCELED,1
Marion,2022-02-07,APPROVED,56
Marion,2022-02-07,DENIED,2
Marion,2022-02-07,PENDING,2
Marion,2022-02-08,APPROVED,68
Marion,2022-02-08,PENDING,1
Marion,2022-02-09,APPROVED,59
Marion,2022-02-09,CANCELED,2
Marion,2022-02-09,PENDING,1
Marion,2022-02-10,APPROVED,62
Marion,2022-02-10,CANCELED,1
Marion,2022-02-10,DENIED,1
Marion,2022-02-10,PENDING,2
Marion,2022-02-11,APPROVED,87
Marion,2022-02-11,CANCELED,1
Marion,2022-02-11,PENDING,3
Marion,2022-02-12,APPROVED,96
Marion,2022-02-12,CANCELED,2
Marion,2022-02-12,DENIED,3
Marion,2022-02-12,PENDING,1
Marion,2022-02-13,APPROVED,39
Marion,2022-02-13,CANCELED,2
Marion,2022-02-14,APPROVED,43
Marion,2022-02-14,CANCELED,1
Marion,2022-02-15,APPROVED,76
Marion,2022-02-15,CANCELED,2
Marion,2022-02-16,APPROVED,66
Marion,2022-02-16,PENDING,5
Marion,2022-02-17,APPROVED,81
Marion,2022-02-17,CANCELED,2
Marion,2022-02-18,APPROVED,91
Marion,2022-02-18,DENIED,1
Marion,2022-02-19,APPROVED,152
Marion,2022-02-19,CANCELED,8
Marion,2022-02-19,DENIED,1
Marion,2022-02-20,APPROVED,69
Marion,2022-02-20,CANCELED,10
Marion,2022-02-21,APPROVED,43
Marion,2022-02-21,CANCELED,2
Marion,2022-02-21,DENIED,1
Marion,2022-02-22,APPROVED,72
Marion,2022-02-22,CANCELED,1
Marion,2022-02-22,PENDING,1
Marion,2022-02-23,APPROVED,75
Marion,2022-02-23,CANCELED,1
Marion,2022-02-23,DENIED,2
Marion,2022-02-24,APPROVED,106
Marion,2022-02-24,CANCELED,2
Marion,2022-02-24,PENDING,2
Marion,2022-02-25,APPROVED,113
Marion,2022-02-25,CANCELED,5
Marion,2022-02-25,PENDING,1
Marion,2022-02-26,APPROVED,143
Marion,2022-02-26,CANCELED,3
Marion,2022-02-26,DENIED,1
Marion,2022-02-26,PENDING,3
Marion,2022-02-27,APPROVED,53
Marion,2022-02-28,APPROVED,63
Marion,2022-02-28,CANCELED,1
Marion,2022-02-28,DENIED,1
Marion,2022-02-28,PENDING,2
Marion,2022-03-01,APPROVED,90
Marion,2022-03-01,CANCELED,2
Marion,2022-03-02,APPROVED,107
Marion,2022-03-02,CANCELED,3
Marion,2022-03-02,DENIED,1
Marion,2022-03-02,PENDING,1
Marion,2022-03-03,APPROVED,101
Marion,2022-03-03,CANCELED,2
Marion,2022-03-03,PENDING,1
Marion,2022-03-04,APPROVED,101
Marion,2022-03-04,DENIED,3
Marion,2022-03-05,APPROVED,194
Marion,2022-03-05,CANCELED,4
Marion,2022-03-05,PENDING,1
Marion,2022-03-06,APPROVED,82
Marion,2022-03-06,CANCELED,1
Marion,2022-03-06,DENIED,1
Marion,2022-03-06,PENDING,1
Marion,2022-03-07,APPROVED,76
Marion,2022-03-07,CANCELED,2
Marion,2022-03-07,PENDING,1
Marion,2022-03-08,APPROVED,96
Marion,2022-03-09,APPROVED,84
Marion,2022-03-09,CANCELED,3
Marion,2022-03-09,DENIED,1
Marion,2022-03-09,PENDING,1
Marion,2022-03-10,APPROVED,96
Marion,2022-03-10,CANCELED,3
Marion,2022-03-10,PENDING,1
Marion,2022-03-11,APPROVED,111
Marion,2022-03-11,DENIED,2
Marion,2022-03-11,PENDING,1
Marion,2022-03-12,APPROVED,147
Marion,2022-03-12,CANCELED,2
Marion,2022-03-12,DENIED,2
Marion,2022-03-12,PENDING,3
Marion,2022-03-13,APPROVED,40
Marion,2022-03-13,CANCELED,1
Marion,2022-03-13,PENDING,1
Marion,2022-03-14,APPROVED,63
Marion,2022-03-14,CANCELED,1
Marion,2022-03-15,APPROVED,100
Marion,2022-03-15,CANCELED,1
Marion,2022-03-15,PENDING,2
Marion,2022-03-16,APPROVED,67
Marion,2022-03-16,CANCELED,3
Marion,2022-03-16,PENDING,3
Marion,2022-03-17,APPROVED,61
Marion,2022-03-17,CANCELED,5
Marion,2022-03-17,DENIED,2
Marion,2022-03-17,PENDING,1
